timestamp,__name__,endpoint,instance,job,namespace,pod,prometheus,service,value
2024-06-04 06:37:06.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,279573.0
2024-06-04 06:37:11.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,281363.0
2024-06-04 06:37:16.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,284319.0
2024-06-04 06:37:21.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,285249.0
2024-06-04 06:37:26.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,286395.0
2024-06-04 06:37:31.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,289241.0
2024-06-04 06:37:36.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,293702.0
2024-06-04 06:37:41.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,296483.0
2024-06-04 06:37:46.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,298816.0
2024-06-04 06:37:51.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,298816.0
2024-06-04 06:37:56.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,298816.0
2024-06-04 06:38:01.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,298816.0
2024-06-04 06:38:06.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,299497.0
2024-06-04 06:38:11.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,301011.0
2024-06-04 06:38:16.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,304139.0
2024-06-04 06:38:21.244999886,tgi_request_max_new_tokens_sum,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,305710.0
